NC_N_Root_1	NC_N_Root_2	NC_N_Root_3	NC_N_Shoot_1	NC_N_Shoot_2	NC_N_Shoot_3	SC_N_Root_1	SC_N_Root_2	SC_N_Root_3	SC_N_Shoot_1	SC_N_Shoot_2	SC_N_Shoot_3	NC_Y_Root_1	NC_Y_Root_2	NC_Y_Root_3	NC_Y_Shoot_1	NC_Y_Shoot_2	NC_Y_Shoot_3	SC_Y_Root_1	SC_Y_Root_2	SC_Y_Root_3	SC_Y_Shoot_1	SC_Y_Shoot_2	SC_Y_Shoot_3
AT2G15290	4.4879	4.464	4.8001	6.639	6.4773	6.413	4.9125	4.9163	4.9099	6.6379	6.6519	6.652	4.4972	4.6263	4.7112	6.496	6.2618	6.2125	4.9996	4.9549	5.1181	6.68	6.6954	6.8078
AT2G15292	5.0262	5.0892	4.8967	5.3578	5.6392	5.572	4.7903	4.7205	4.7548	5.7311	5.7873	5.3864	5.1863	5.3344	5.2766	5.2486	5.4379	5.3371	5.2807	5.3593	5.3896	5.6227	5.6309	5.7364
AT2G15300	3.256	2.9266	3.3932	-5.0356	-4.8396	-2.797	3.6421	3.2233	2.9872	-1.6795	-2.9349	-4.705	2.8848	2.8044	2.6647	-4.8455	-2.2555	-4.6416	3.1378	2.4248	2.6788	-2.8943	-3.0567	-4.6634
AT2G15310	2.3743	2.2858	2.2543	2.1641	2.0308	2.1195	1.801	1.4874	1.8206	1.9561	1.0948	2.0894	1.4896	1.7911	1.9536	2.1657	2.2858	2.0726	1.5197	1.2842	1.755	1.7875	1.834	1.9948
AT2G15320	3.951	4.3345	4.2857	5.0237	4.9662	4.6674	3.8177	3.7326	3.9759	4.7776	4.7678	4.4573	4.527	4.8791	4.6366	5.2617	4.7364	4.8522	3.9803	3.872	4.005	4.6982	4.6086	4.4425
AT2G15350	-1.5953	-0.3909	-1.8787	-5.0356	-4.8396	-5.1189	-0.6825	-3.3096	-1.2518	-4.4868	-4.5199	-4.705	0.8616	-0.048	0.6581	-4.8455	-5.0629	-4.6416	1.0493	0.5816	0.8962	-4.4793	-4.6417	-4.6634
AT2G15370	3.2493	3.7863	3.4724	-5.0356	-4.8396	-5.1189	3.8457	3.3313	3.242	-4.4868	-4.5199	-4.705	2.894	3.0338	3.1575	-4.8455	-2.741	-4.6416	3.6938	3.2623	3.6319	-2.8943	-4.6417	-4.6634
AT2G15390	5.1335	5.4768	5.0466	2.5266	1.9019	2.3487	4.6354	4.4386	4.6077	2.6321	2.4688	2.7296	5.717	5.6531	5.5394	4.1517	4.5389	4.5308	5.1949	4.8325	4.9007	3.0046	3.5823	2.9587
AT2G15400	1.6167	1.7245	1.9003	0.5791	0.2048	0.4357	2.3374	2.3168	2.4487	-0.2389	0.972	0.5044	1.8332	2.2349	2.2077	0.7692	-0.2049	0.4028	1.3325	2.222	1.7	-0.0869	-0.1181	-0.7565
AT2G15430	4.5892	4.5116	4.7506	4.1811	4.1519	4.0181	4.6855	4.7205	4.7389	4.3365	4.2778	4.2404	4.6595	4.5621	4.6532	4.0823	3.8708	4.0897	4.8946	4.7277	4.8225	4.279	4.3498	4.3837
AT2G15440	2.8944	2.9951	2.9793	2.6717	2.5441	2.9633	3.0014	2.7905	2.9039	2.5019	2.7562	2.5141	3.1378	3.0785	3.2988	2.097	1.9483	2.6345	3.2095	2.8692	3.1984	2.8517	1.9582	1.6765
AT2G15480	6.346	6.4689	6.3944	2.9812	2.6603	2.3968	6.2311	6.1179	6.0696	3.1205	3.4745	2.9884	6.2409	6.2863	5.8548	3.7655	4.2703	3.8137	5.5515	5.349	5.4005	2.576	2.4978	2.4556
AT2G15490	7.3798	7.4017	7.7166	-1.3352	-3.2546	-2.3115	8.2212	8.0804	7.9955	0.4674	-1.35	-0.7982	6.1585	6.2623	6.1697	-1.3861	-0.6706	-0.5542	6.0012	5.9419	6.064	-1.0198	-3.0567	-4.6634
AT2G15530	4.6715	4.6849	4.6633	5.2347	5.3465	5.3558	4.8118	4.7094	4.6309	5.2257	5.1995	5.3352	4.6541	4.5674	4.4933	5.2138	5.0391	5.0571	4.6415	4.7656	4.5312	5.202	5.3081	5.2085
AT2G15560	4.5652	4.5086	4.5152	4.5361	4.9069	4.6343	4.5241	4.4278	4.4825	4.8904	5.0744	4.7149	4.5764	4.7651	4.7301	4.5702	4.6323	4.6368	4.72	4.6044	4.6664	4.8177	4.9224	4.8385
AT2G15570	4.7774	4.9364	4.969	4.1811	3.971	3.8669	4.9235	4.9525	4.9861	4.1821	3.9022	4.2345	4.9224	4.8319	4.8669	4.1796	3.8884	3.9841	4.9305	4.7277	4.6877	3.8291	4.1559	3.7754
AT2G15580	3.5449	3.4007	3.2506	6.1486	5.8652	5.8462	2.9763	3.0654	2.7745	5.263	5.2433	5.3543	3.5285	3.3997	3.1389	6.0621	5.676	5.9758	3.3	3.2266	3.2943	5.1807	5.0845	5.0353
AT2G15620	9.0809	8.5918	9.2758	8.2131	8.2747	8.2369	9.5682	9.5499	8.8928	8.0073	7.8732	7.9291	7.9395	7.7934	8.1293	8.752	9.1077	8.6796	9.3771	9.374	9.5831	8.1176	8.1675	8.3308
AT2G15630	0.8016	0.6732	1.0017	0.9417	0.1146	0.5535	1.433	1.7348	1.1999	0.6425	0.972	0.5804	0.9698	0.7269	0.9428	-0.2017	-0.1087	0.2164	1.2742	1.138	0.5681	0.65	0.6437	0.5461
AT2G15680	-0.548	0.1794	-0.2089	1.5035	1.0912	1.3889	-0.7935	0.2511	-0.4813	1.78	1.8895	1.5617	0.7846	0.293	0.7096	1.4943	1.6236	0.7159	0.4022	-0.0465	-0.1285	1.7875	1.8012	1.8758
AT2G15690	4.4476	4.2175	4.5792	4.635	4.7659	4.8015	4.6672	4.7746	4.6509	4.9415	4.7304	4.7888	4.4481	4.47	4.6433	4.7224	4.5277	4.6915	4.8751	4.7841	4.6664	5.274	5.1215	5.1424
AT2G15695	4.863	5.0086	4.8676	5.7965	5.7312	5.8096	4.7162	4.4196	4.7092	5.3539	5.4153	5.4126	5.261	5.1352	4.8669	5.792	5.7436	5.8209	4.1193	4.2557	4.1089	5.1446	5.1478	5.2806
AT2G15730	3.3712	3.4746	3.3378	2.6297	2.9742	2.7576	3.0014	3.0014	3.0574	2.6321	2.898	2.3284	3.3056	3.1219	3.3155	2.4306	2.8013	2.6893	3.0096	2.9913	3.1168	2.8154	2.6712	2.6127
AT2G15760	2.0135	2.0645	2.3692	1.2312	-0.316	0.0104	2.3108	1.9905	1.5796	1.2945	0.9064	1.0229	2.3827	2.1112	2.0959	0.9358	1.0032	1.241	1.8138	1.249	1.3173	1.7496	1.9582	1.118
AT2G15790	5.061	5.0455	5.1487	4.0278	3.8504	3.785	4.7951	4.9693	4.8641	3.7079	3.8065	3.6569	4.7098	4.7764	5.0176	3.926	4.1045	4.0058	4.8604	4.8175	4.8668	3.9088	4.0413	4.1343
AT2G15820	3.0253	2.8821	3.3448	4.9054	5.0415	4.8015	3.0744	2.7905	3.0996	5.2223	5.0095	5.0681	3.0665	3.4853	3.2032	4.8001	4.8365	4.7867	3.2403	3.1523	3.3842	5.2195	5.138	5.2147
AT2G15830	3.4664	3.3362	3.1089	0.2498	-0.0847	0.4958	3.6686	3.3139	3.6636	0.7226	0.9064	0.9097	2.8188	2.7502	2.5702	0.1087	0.5518	0.5678	3.2853	3.0019	3.2567	1.3536	0.2163	0.622
AT2G15860	5.4307	5.3728	5.5574	5.1154	5.173	5.2723	5.5549	5.4867	5.5922	5.1767	5.2664	5.2564	5.327	5.4846	5.4905	5.2643	5.3176	5.3342	5.484	5.4819	5.5183	5.2538	5.382	5.0249
AT2G15880	3.2759	3.8524	3.258	0.9417	0.4458	0.373	2.3108	2.4612	2.4223	1.4904	2.05	2.0364	5.0695	4.8706	4.3905	1.1318	0.7185	1.1397	2.3537	2.7979	2.2709	0.7302	0.8501	0.5461
AT2G15890	4.5839	5.1895	4.6966	3.0033	3.6879	3.4164	4.1457	4.5371	4.4984	4.001	4.5052	4.6678	6.8418	6.5499	6.1205	3.8163	4.2613	3.8858	4.5492	4.5584	4.4832	4.1967	4.0413	3.6986
AT2G15900	5.6148	5.8449	5.6877	4.7572	5.0231	4.9752	5.3627	5.1637	5.2201	5.007	5.1926	4.9937	5.875	6.0568	5.8418	4.9276	4.9244	5.0536	5.5221	5.5081	5.5498	4.898	5.138	4.8184
AT2G15910	4.3227	4.3736	4.3501	4.302	3.971	3.8783	4.3876	4.4625	4.4825	4.3302	4.4138	4.3798	4.5152	4.3775	4.4933	4.4651	4.5202	4.3668	4.5766	4.4229	4.5272	4.3568	4.485	4.4633
AT2G15960	0.7266	1.4835	0.5445	3.3351	3.4412	3.4007	-0.0798	-0.4221	0.3332	4.3302	4.4773	4.4371	2.6116	2.5843	1.591	3.4071	4.0059	4.0343	0.4556	0.5239	0.9908	4.3184	4.3555	4.453
AT2G15970	6.0384	7.3421	5.8186	7.2332	7.5568	7.4498	5.7568	4.7511	5.8376	7.895	7.8722	7.9318	8.0885	8.5988	8.4536	7.331	7.4202	7.4763	8.7379	8.1429	8.3862	8.2569	8.0885	8.279
AT2G15980	2.7692	2.6254	2.8467	3.1393	2.7073	2.6158	2.6448	2.6492	2.5373	2.9808	2.9958	3.0297	2.894	2.6938	2.6647	2.848	2.6853	2.995	2.7457	2.5886	2.5909	3.1574	2.7761	2.7203
AT2G16005	3.0408	4.992	2.4366	-5.0356	-4.8396	-5.1189	1.433	0.9076	3.7295	-4.4868	-4.5199	-4.705	3.5402	4.1519	4.4859	-4.8455	-5.0629	-4.6416	4.1681	3.6938	4.2107	-4.4793	-4.6417	-4.6634
AT2G16050	2.6925	3.0363	2.2692	2.4642	1.6682	1.6755	1.801	2.0479	2.3118	2.432	1.9558	1.8648	3.1685	3.2513	2.9047	1.5639	2.1945	1.1913	2.2816	2.0281	2.1734	1.8245	2.0448	2.2314
AT2G16060	5.3108	4.5689	5.0933	0.1738	0.2048	-0.871	5.5912	5.7033	5.0194	-0.0945	0.0037	-0.0612	3.2566	3.0414	2.9905	0.1087	0.77	0.4028	3.5353	3.7578	3.5947	0.3787	0.6437	-0.1398
AT2G16070	3.5006	3.5562	3.659	6.0995	6.0545	6.0123	3.5313	3.6187	3.4056	5.6818	5.5231	5.4736	3.7059	3.946	3.5807	5.8313	5.822	5.877	3.5353	3.6131	3.6245	5.3647	5.4655	5.704
AT2G16090	3.9996	4.1212	4.0649	3.8981	4.0763	4.0978	4.0645	3.8742	3.9392	3.9848	4.1561	3.9709	4.297	4.3805	4.2277	3.926	4.0741	4.238	4.152	4.2777	4.2495	3.7351	4.0129	4.1915
AT2G16140	-5.5022	-5.4353	-5.3382	0.0088	-0.316	0.0104	-5.4374	-5.6316	-5.3392	-0.3994	-0.4324	-1.5351	-5.4052	-5.5398	-5.1232	0.1989	-0.2049	-0.9412	-5.3258	-5.0909	-2.6646	-0.2313	-0.2494	-0.4155
AT2G16230	1.9654	1.7446	1.8615	-5.0356	-4.8396	-5.1189	2.2837	2.2202	2.3402	-4.4868	-4.5199	-4.705	1.9435	1.379	1.9957	-4.8455	-5.0629	-4.6416	2.6226	2.4714	2.7617	-4.4793	-4.6417	-4.6634
AT2G16250	4.193	4.4366	4.3847	3.7555	3.6642	3.844	4.4066	4.4305	4.4206	4.0562	3.8767	3.7254	4.204	4.1414	4.0189	3.4259	3.5773	3.6484	4.2037	4.3122	4.4208	4.0944	4.3037	4.3168
AT2G16270	3.1596	2.5247	3.3307	2.1836	2.4178	2.7329	3.5022	3.6044	3.4777	2.9808	3.1454	3.3118	2.6876	2.7502	3.1389	2	2.1755	1.8662	3.3072	3.1992	3.1582	3.2823	3.2225	3.5702
AT2G16280	5.0761	4.943	5.1366	6.8063	6.9561	6.9292	5.288	5.2503	5.0818	7.1338	7.4448	7.1726	4.7982	4.9409	5.1748	6.4474	6.5074	6.6081	5.31	5.1794	5.1049	7.5316	7.4166	7.6142
AT2G16365	1.6974	2.559	1.6953	5.787	6.0145	5.8634	2.0465	1.6258	2.3955	5.2731	5.1649	5.1231	4.1436	4.1308	3.9774	5.7329	5.8296	5.7773	3.5599	3.3645	3.3309	5.3037	5.3876	5.6798
AT2G16370	4.6564	4.6213	4.3949	4.6279	4.9369	5.1444	4.5066	4.3727	4.4952	5.1	5.4473	5.2935	4.4911	4.4531	4.3218	4.9177	4.93	4.9072	4.5056	4.6856	4.5928	4.9449	5.043	5.1424
AT2G16380	2.8509	3.4805	2.9519	4.6136	4.7246	4.6804	3.0424	2.8072	4.0423	5.0387	5.324	5.2272	4.4881	4.3321	4.33	4.8532	4.8213	4.7741	5.0762	5.0111	4.9894	5.5936	5.7103	5.6139
AT2G16385	2.4461	2.3656	2.2543	-5.0356	-4.8396	-2.797	2.1551	2.0479	1.9369	-2.9019	-4.5199	-3.1201	1.9435	2.0822	1.9102	-3.2606	-5.0629	-4.6416	1.6855	1.7293	1.8337	-4.4793	-4.6417	-4.6634
AT2G16390	3.7097	3.6388	3.9995	3.0251	3.1434	3.3528	3.9092	4.1838	4.0205	3.438	3.7041	3.6393	3.6955	3.954	3.7746	3.1713	3.1417	3.0931	3.4912	3.5349	3.5253	3.4691	3.3862	3.0577
AT2G16400	2.741	3.0605	2.8664	5.2964	5.2305	5.2354	2.8153	2.6768	3.1405	5.3125	5.1437	5.2708	3.4744	3.6023	3.3885	5.3257	5.3348	5.3654	3.6138	3.8428	4.0331	5.4851	5.4176	5.5905
AT2G16405	4.6335	4.4211	4.2184	4.3372	4.4249	4.5867	4.299	4.3385	4.2287	4.1316	4.2713	4.3201	4.5764	4.533	4.2365	4.4468	4.6113	4.4432	4.0471	4.3079	4.1607	4.3756	4.1943	3.9984
AT2G16430	4.1143	4.0823	3.659	5.7134	5.5517	5.5331	4.1607	4.0671	3.9623	5.6893	5.3612	5.6248	3.2423	3.4573	3.2561	6.1996	6.3628	6.1487	3.8316	3.5494	3.7784	5.6462	5.7538	5.7106
AT2G16440	4.5571	4.1627	4.6029	4.1567	4.1689	4.1455	4.8515	5.0096	4.7282	4.3989	4.831	4.7149	4.358	4.1932	4.3706	4.0823	4.1343	3.611	4.6869	4.9301	4.9098	4.5123	4.5991	4.7311
AT2G16460	3.9796	3.9762	3.752	3.9728	4.2611	4.013	4.1115	4.2617	4.2057	3.9685	4.0309	4.0126	3.9633	3.6962	3.8163	3.8375	4.1874	4.2743	4.3163	4.2243	4.1402	3.9924	3.909	4.0055
AT2G16485	6.5608	6.6378	6.8119	6.4406	6.5273	6.5672	6.5971	6.4896	6.4376	6.504	6.3967	6.5111	6.4732	6.7084	6.6085	6.4113	6.3342	6.3619	6.5778	6.4852	6.5415	6.4118	6.4998	6.5308
AT2G16500	6.123	6.0195	6.1642	8.3401	8.1221	8.1666	6.6365	6.6448	6.5384	8.3045	8.1251	8.2054	6.0174	6.1009	6.1265	8.1585	8.2865	7.9788	6.348	6.4045	6.2832	8.2145	8.4212	8.5918
AT2G16510	6.008	6.1217	6.1094	6.942	6.8377	6.8709	6.302	6.2499	6.3132	6.7438	6.7095	6.7436	6.1237	6.1063	6.1098	6.9493	6.8444	6.9259	6.6142	6.3349	6.3793	6.9412	6.7501	6.7624
AT2G16530	5.2333	5.327	5.5066	2.432	2.8115	2.7576	5.5605	5.4789	5.8574	2.59	2.66	2.5711	5.6922	5.8061	5.5536	2.981	2.8258	2.9804	5.6146	5.4589	5.5341	2.8336	2.3917	2.1048
AT2G16570	4.6076	4.4054	4.7924	0.0088	-0.4473	0.0104	4.7879	4.6411	4.5203	0.0367	0.3381	-1.5351	4.7254	4.7398	4.8207	-1.3861	-1.3625	-0.5542	5.0805	5.0085	4.9428	-0.3918	-1.1823	-1.856
AT2G16580	1.5531	1.3848	1.6044	-0.6433	-1.1391	-1.949	1.192	1.4237	1.1686	0.0367	-2.9349	-1.2456	0.9347	0.5687	0.8991	-1.6756	-0.815	-1.8343	0.2288	0.3354	0.1428	-1.3093	-1.8344	-2.3415
AT2G16586	6.7454	6.6418	7.1659	3.6614	3.4778	2.9526	6.726	6.7923	7.425	2.931	2.1383	2.4139	6.3095	6.509	6.5147	3.3394	3.102	2.7071	6.282	6.1565	6.2477	2.235	2.6529	2.8989
AT2G16595	3.9996	3.9505	4.0818	1.5342	1.9286	1.7515	3.8687	4.0775	4.0933	2.2274	1.5886	1.5617	3.9589	3.9093	4.024	2.2098	2.6853	2.4352	3.8164	3.8546	3.8621	1.8245	2.0165	2.0509
AT2G16600	8.3601	8.231	8.432	7.6572	7.5953	7.624	8.5003	8.5665	8.7136	8.1955	8.1941	8.1348	8.356	8.3425	8.4303	8.0369	8.0768	8.2189	8.6787	8.5724	8.6142	8.046	8.0856	7.9639
AT2G16630	2.4461	2.0323	3.0839	3.9728	3.9385	3.6393	3.4963	3.3255	3.2268	4.0944	4.0154	4.2636	1.7547	1.5997	2.4841	3.618	3.9399	2.793	2.1255	2.5745	2.7751	3.9174	4.1495	3.9476
AT2G16640	6.6453	6.5922	6.9365	5.7531	5.7961	5.9028	6.8656	6.8286	6.7794	6.0377	5.8692	6.0804	6.8215	6.842	6.7818	5.8575	5.9137	5.7603	6.768	6.7153	6.6996	5.9418	6.0526	5.9169
AT2G16650	4.6024	4.2977	4.5491	3.4919	3.5136	3.2342	4.4438	4.7831	4.5234	3.4732	3.1596	3.585	4.2405	4.2594	4.4023	3.4071	3.3422	3.4721	4.2308	4.4425	4.2107	3.5376	3.8779	3.8797
AT2G16660	6.1715	5.8285	6.4912	4.8083	4.777	4.6377	6.7316	6.4694	6.6667	4.8552	4.692	4.7275	4.9882	5.0404	4.9005	5.0896	4.6288	4.828	5.6721	5.6782	5.9091	5.9333	5.9404	6.2276
AT2G16700	3.9796	4.022	3.8737	2.6855	2.3601	2.7576	3.9312	3.679	4.2211	2.5466	2.7185	2.6259	3.8686	4.1898	3.8908	2.9937	3.3759	2.8422	3.2327	3.4676	3.4356	2.4156	2.6892	2.7029
AT2G16710	3.6089	3.722	3.6703	3.109	2.9483	3.2691	3.4725	3.7149	3.7456	3.3269	3.4857	3.1591	3.6689	3.7009	3.5944	3.4809	3.4409	3.3973	3.6938	3.6674	3.8241	3.2689	3.2949	3.5606
AT2G16720	5.0495	5.124	4.7266	3.378	2.8399	2.9633	4.1306	4.0355	4.2773	2.931	2.3749	2.6787	4.771	4.9186	4.895	3.2578	2.8971	3.2471	4.54	4.5939	4.4165	2.7204	2.4136	2.4347
AT2G16740	5.3011	5.5123	4.953	4.1468	4.0153	4.0385	4.9366	4.8752	5.1576	4.1821	3.9272	3.8762	4.9753	4.955	5.1953	3.9778	4.3613	4.0623	5.3027	5.2072	5.2144	3.9678	4.2622	4.2585
AT2G16750	4.9582	4.9473	4.5183	2.5266	2.797	2.7077	4.4128	4.4142	4.6337	2.9644	2.6798	2.7462	5.3337	4.9867	4.9088	2.3929	1.856	2.8741	5.1162	5.3448	5.2885	3.4336	3.247	3.4813
AT2G16760	3.9674	3.9719	3.9815	-2.7137	-2.5176	-3.5339	4.2083	4.0141	3.8382	-2.9019	-4.5199	-3.1201	3.7969	3.5869	4.0391	-4.8455	-2.2555	-2.3197	4.3342	3.9671	4.1142	-1.6719	-3.0567	-4.6634
AT2G16770	2.4693	2.2582	2.5506	2.9587	3.394	3.377	2.2421	2.5533	2.4617	2.8441	2.8638	2.8572	2.4713	2.51	2.3444	3.2152	3.1992	2.9508	2.6226	2.4405	2.6208	2.4633	2.6157	2.6127
AT2G16780	4.8804	4.8279	5.1667	4.4381	3.7714	4.1734	5.1874	5.3234	5.2782	4.2847	4.3597	4.3584	4.9179	4.9062	5.1447	4.0523	3.9172	3.5629	4.9562	4.99	5.0065	4.2177	4.2979	4.4838
AT2G16790	3.729	3.717	2.9145	1.8347	2.0308	2.3487	3.3075	3.3197	3.4256	1.703	2.5354	2.1404	3.6849	3.4573	3.3155	2.4119	2.4209	2.6345	3.186	3.1235	3.1168	2.0906	2.2531	2.2555
AT2G16800	4.4447	4.5661	4.7769	5.1823	5.02	5.0117	4.8879	4.8633	4.7495	5.1803	5.1926	5.3048	4.7202	4.749	4.906	4.9538	4.9469	4.9301	4.986	4.7309	4.9487	5.45	5.4364	5.5028
AT2G16850	3.822	3.4984	3.9679	3.3948	2.9742	3.377	4.0565	4.1612	4.1222	3.7846	3.8333	3.9496	4.1816	3.9778	4.2188	3.0911	2.965	2.3918	4.1801	4.2993	4.2638	3.083	3.4298	3.471
AT2G16860	5.3812	5.4678	5.2738	5.664	5.7463	5.7053	5.1874	5.2178	5.2965	5.6334	5.7713	5.7878	5.3065	5.2715	5.3083	5.6493	5.7912	5.7192	5.3669	5.3614	5.2931	5.5747	5.67	5.704
AT2G16870	3.3651	3.1534	3.3588	2.0833	2.2157	2.3323	3.5711	3.2783	3.3647	1.742	1.7469	1.7043	3.2566	3.1502	3.0517	2.6057	2.5592	2.7071	3.1621	2.959	3.0634	1.9301	1.8661	1.6765
AT2G16880	3.9345	4.0055	3.8192	4.2288	4.1463	4.4977	3.6475	3.8381	3.8282	4.1821	4.1701	4.1807	3.8067	3.7105	3.8163	4.2179	4.4429	4.1881	3.9434	3.9993	4.0606	3.9001	4.0964	4.1147
AT2G16890	2.246	2.6784	1.9565	2.7782	2.9742	2.7329	1.4081	1.4452	2.1921	1.853	1.6699	2.1404	3.0583	3.5713	3.2904	3.4899	3.5773	3.3527	2.3253	2.1853	2.3264	1.498	1.508	0.8285
AT2G16900	5.2995	5.3036	4.9461	4.9714	4.9136	4.8309	4.8561	4.8227	4.8543	4.5272	4.6425	4.4472	5.1919	5.1317	5.1471	5.0985	4.9964	5.1446	4.9091	4.8443	4.816	4.4366	4.3667	4.0747
AT2G16920	5.6004	5.7415	5.637	5.3535	5.5213	5.4538	5.8147	5.7408	5.6301	5.4125	5.4759	5.5417	5.7603	5.7322	5.7632	5.5902	5.4907	5.5666	6.0012	5.7926	6.0057	5.6095	5.5931	5.5252
AT2G16930	4.5435	4.4427	4.4932	4.6279	4.5025	4.6209	4.6514	4.6688	4.6135	4.5873	4.3225	4.3904	4.6915	4.5303	4.676	4.6994	4.6462	4.6368	4.4605	4.5727	4.4461	4.4426	4.4431	4.6427
AT2G16940	6.6959	6.6019	6.6011	7.2679	7.1838	7.2822	6.428	6.3939	6.4613	7.1727	7.1235	7.1726	6.621	6.5326	6.5505	7.0183	7.0763	7.0418	6.2857	6.5571	6.4559	6.998	7.1821	7.2027
AT2G16950	6.8239	6.8004	6.8138	6.5887	6.6923	6.5932	7.0532	6.9466	6.782	6.5786	6.7936	6.6618	6.8221	6.8914	6.7997	6.8344	6.7861	6.8111	6.9846	6.9353	7.039	6.8251	6.8028	6.6737
AT2G16970	3.5006	3.7321	3.3518	-5.0356	-3.2546	-5.1189	3.5767	3.4532	3.6579	-4.4868	-4.5199	-4.705	3.9935	3.7525	3.7001	-4.8455	-5.0629	-4.6416	4.2945	4.0513	4.1246	-4.4793	-3.0567	-4.6634
AT2G16980	4.7981	5.0675	4.5058	-1.8657	-2.0322	-2.3115	4.1457	4.0141	4.6678	-1.0274	-2.198	-1.5351	5.4767	5.2586	4.9088	-0.7581	-1.3625	-3.0567	4.709	4.5727	4.7767	-2.1573	-4.6417	-3.0784
AT2G16990	4.2577	4.3991	3.7144	3.0677	3.2845	3.1147	3.4845	3.2602	3.0912	3.3397	3.1596	3.1087	3.7471	4.1864	3.7986	2.834	3.0612	2.7247	3.6313	4.0151	3.9472	3.2555	2.7246	2.868
AT2G17020	4.7587	4.6321	4.732	4.9658	5.0897	4.8769	4.7879	4.8713	4.6135	4.6399	4.7998	4.7441	5.0367	4.9983	4.8266	4.9077	4.6735	4.88	4.6153	4.7117	4.7122	4.6629	4.8481	4.8345
AT2G17030	3.729	3.8338	3.804	3.4522	3.4036	3.4086	3.8318	3.7456	3.9299	3.414	3.1312	3.2078	3.9502	3.9093	3.8397	3.2578	3.3165	3.5333	3.7644	3.7826	3.8241	3.3087	3.3183	3.2495
AT2G17033	3.1947	3.1757	3.1736	5.204	5.4722	5.4949	3.1363	3.0861	3.1804	5.736	5.6158	5.7493	3.5635	3.5018	3.3726	5.0808	5.4656	5.2757	3.0794	3.1428	2.9023	5.4764	5.6564	5.6232
AT2G17036	1.1271	0.7144	-0.0527	1.1141	1.9019	1.7266	-0.6825	-0.5023	0.0183	1.4439	1.9879	1.6348	1.9077	0.9031	1.2518	0.7692	0.8678	0.0022	1.4157	0.9752	1.2033	0.7302	1.1912	1.118
AT2G17040	2.6727	2.3395	1.6276	2.3481	2.4178	2.194	0.585	0.1498	-0.0538	2.6527	2.1944	2.3502	3.2778	3.4288	2.98	4.8251	4.9829	4.8839	1.6855	1.6773	1.0359	2.7204	3.1848	2.4134
AT2G17050	4.1684	4.2247	4.1756	-3.4507	-1.6697	-5.1189	4.2683	4.0462	3.9485	-1.0274	-2.9349	-1.2456	4.0685	4.22	4.024	-0.5976	0.6095	-0.3937	4.9138	4.6757	4.8096	-4.4793	-2.3198	-3.0784
AT2G17055	0.6063	0.3976	0.6391	-5.0356	-4.8396	-5.1189	0.6287	-0.2053	0.638	-2.9019	-4.5199	-4.705	0.4277	0.2415	0.006	-3.2606	-2.2555	-1.8343	1.5931	0.9752	1.0796	-2.8943	-3.0567	-4.6634
AT2G17060	5.4743	5.425	5.4025	-1.8657	-1.1391	-3.5339	5.6561	5.1292	4.917	-1.6795	-1.0605	-1.2456	5.0716	4.9349	4.9005	0.1989	1.0032	0.3126	5.3894	5.1864	5.0917	-1.6719	-1.1823	-1.4935
AT2G17070	1.4166	1.2512	1.6505	-5.0356	-4.8396	-5.1189	1.9114	1.9307	2.0786	-4.4868	-4.5199	-3.1201	0.7446	0.65	1.6969	-4.8455	-5.0629	-4.6416	1.64	1.7795	1.7817	-4.4793	-4.6417	-4.6634
AT2G17080	2.4344	1.9134	2.5627	-5.0356	-4.8396	-5.1189	2.9333	3.0514	2.9961	-4.4868	-4.5199	-4.705	2.2169	1.5997	2.1152	-4.8455	-5.0629	-4.6416	3.0623	2.8807	2.707	-4.4793	-4.6417	-4.6634
AT2G17110	5.0743	5.1618	5.1406	4.1318	4.2075	4.2713	4.7213	4.7358	4.6817	4.4231	4.2316	4.1183	5.2068	5.5148	5.3041	4.3468	4.3444	4.2318	4.7173	4.5146	4.5074	4.0166	4.2317	3.7837
AT2G17120	5.5041	5.5108	5.6109	5.3208	5.142	5.1135	5.6348	5.4552	5.3516	4.8283	4.6068	4.878	5.2892	5.5888	5.3676	5.7062	5.3045	5.4915	5.4064	5.0703	5.1415	5.1038	5.0981	4.3728
AT2G17130	5.9608	6.1226	5.9651	4.4662	4.04	4.0485	6.3387	6.312	6.137	4.1242	3.8508	3.9638	5.9397	5.8248	5.8605	4.7637	4.6937	4.5751	6.3812	6.0872	6.2597	4.1019	4.1559	4.0679
AT2G17140	2.1913	2.1571	1.8217	1.6226	2.3796	2.212	2.094	2.0338	1.6494	2.1714	2.2216	2.2375	1.5373	1.96	1.591	2.097	1.7826	1.7334	2.2667	2.1283	2.1115	2.2622	2.3695	1.7796
AT2G17150	5.5125	5.4753	5.7042	4.5992	4.4665	4.6641	5.315	5.3263	5.3019	4.2714	4.1978	4.2694	5.5799	5.8616	5.7324	4.5446	4.5126	4.6644	6.0224	6.0772	6.1511	4.1318	4.188	4.1977
AT2G17190	6.2522	6.2664	6.3223	6.5271	6.4579	6.3359	6.5288	6.4469	6.3891	6.4954	6.5563	6.5612	6.2081	6.3317	6.2972	6.5376	6.3544	6.4345	6.4812	6.3894	6.3967	6.5396	6.5732	6.4247
AT2G17200	7.0318	7.0218	7.0763	6.8474	6.7107	6.6422	7.0667	6.9555	6.9824	6.5307	6.5735	6.5518	7.1048	7.1078	7.0804	6.9048	6.7955	6.941	6.9349	6.7876	6.8389	6.6699	6.6032	6.6157
